#,Time of Day,Thread,Module,API,Return Value,Error,Duration
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlInitUnicodeString ( 0x000000000008f140, ""api-ms-win-core-synch-l1-2-0.dll"" )",,,0.0000002
00:00.0,53:36.8,1,KERNELBASE.dll,"LdrGetDllHandle ( NULL, NULL, 0x000000000008f140, 0x000000000008f160 )",STATUS_SUCCESS,,0.0000028
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlInitString ( 0x000000000008f140, ""InitializeConditionVariable"" )",,,0.0000002
00:00.0,53:36.8,1,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"RtlCaptureStackBackTrace ( 0, 16, 0x000000000008eef0, NULL )",3,,0.0000045
00:00.0,53:36.8,1,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlInitString ( 0x000000000008f140, ""SleepConditionVariableCS"" )",,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000002
00:00.0,53:36.8,1,apphelp.dll,"RtlCaptureStackBackTrace ( 0, 16, 0x000000000008eef0, NULL )",3,,0.0000016
00:00.0,53:36.8,1,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlInitString ( 0x000000000008f140, ""WakeAllConditionVariable"" )",,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"RtlCaptureStackBackTrace ( 0, 16, 0x000000000008eef0, NULL )",3,,0.0000009
00:00.0,53:36.8,1,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlInitUnicodeString ( 0x000000000008f1b0, ""ext-ms-win-ole32-oleautomation-l1-1-0.dll"" )",,,0.0000002
00:00.0,53:36.8,1,KERNELBASE.dll,"LdrGetDllHandle ( NULL, NULL, 0x000000000008f1b0, 0x000000000008f1d0 )",STATUS_DLL_NOT_FOUND,0xc0000135 = The code execution cannot proceed because %hs was not found. Reinstalling the program may fix this problem. ,0.0003028
00:00.0,53:36.8,1,KERNELBASE.dll,RtlNtStatusToDosError ( STATUS_DLL_NOT_FOUND ),ERROR_MOD_NOT_FOUND,,0.0000006
00:00.0,53:36.8,1,KERNELBASE.dll,RtlSetLastWin32Error ( ERROR_MOD_NOT_FOUND ),,,0.0000001
00:00.0,53:36.8,1,KERNELBASE.dll,RtlAcquirePebLock (  ),,,0.0000009
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlFindClearBitsAndSet ( 0x00007fff7cb05340, 1, 0 )",25,,0.0000007
00:00.0,53:36.8,1,KERNELBASE.dll,RtlReleasePebLock (  ),,,0.0000005
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlInitializeCriticalSectionAndSpinCount ( 0x00007fff7c2f5608, 0 )",STATUS_SUCCESS,,0.0000213
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlInitializeCriticalSectionAndSpinCount ( 0x00007fff7c2f55e0, 0 )",STATUS_SUCCESS,,0
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlInitializeCriticalSectionAndSpinCount ( 0x00007fff7c2f5660, 0 )",STATUS_SUCCESS,,0
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlInitAnsiStringEx ( 0x000000000008f0f0, ""OANOCACHE"" )",STATUS_SUCCESS,,0.0000005
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlAnsiStringToUnicodeString ( 0x000000000008f0e0, 0x000000000008f0f0, TRUE )",STATUS_SUCCESS,,0.0000054
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlAllocateHeap ( 0x0000000000130000, 0, 512 )",0x00000000004f21b0,,0.0000009
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlQueryEnvironmentVariable_U ( NULL, 0x000000000008f0e0, 0x000000000008f0c0 )",STATUS_VARIABLE_NOT_FOUND,0xc0000100 = Indicates the specified environment variable name was not found in the specified environment block. ,0.0000046
00:00.0,53:36.8,1,KERNELBASE.dll,RtlFreeUnicodeString ( 0x000000000008f0e0 ),,,0.0000032
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlFreeHeap ( 0x0000000000130000, 0, 0x00000000004f21b0 )",TRUE,,0.0000009
00:00.0,53:36.8,1,KERNELBASE.dll,RtlNtStatusToDosError ( STATUS_VARIABLE_NOT_FOUND ),ERROR_ENVVAR_NOT_FOUND,,0.0000005
00:00.0,53:36.8,1,KERNELBASE.dll,RtlSetLastWin32Error ( ERROR_ENVVAR_NOT_FOUND ),,,0.0000002
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlInitAnsiStringEx ( 0x000000000008f0f0, ""OAPERUSERTLIBREG"" )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlAnsiStringToUnicodeString ( 0x000000000008f0e0, 0x000000000008f0f0, TRUE )",STATUS_SUCCESS,,0.0000009
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlAllocateHeap ( 0x0000000000130000, 0, 512 )",0x00000000004f21b0,,0.0000017
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlQueryEnvironmentVariable_U ( NULL, 0x000000000008f0e0, 0x000000000008f0c0 )",STATUS_VARIABLE_NOT_FOUND,0xc0000100 = Indicates the specified environment variable name was not found in the specified environment block. ,0.0000003
00:00.0,53:36.8,1,KERNELBASE.dll,RtlFreeUnicodeString ( 0x000000000008f0e0 ),,,0.0000004
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlFreeHeap ( 0x0000000000130000, 0, 0x00000000004f21b0 )",TRUE,,0.0000004
00:00.0,53:36.8,1,KERNELBASE.dll,RtlNtStatusToDosError ( STATUS_VARIABLE_NOT_FOUND ),ERROR_ENVVAR_NOT_FOUND,,0.0000001
00:00.0,53:36.8,1,KERNELBASE.dll,RtlSetLastWin32Error ( ERROR_ENVVAR_NOT_FOUND ),,,0.0000001
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlInitAnsiStringEx ( 0x000000000008f0f0, ""OACACHEPARAMS"" )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlAnsiStringToUnicodeString ( 0x000000000008f0e0, 0x000000000008f0f0, TRUE )",STATUS_SUCCESS,,0.0000005
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlAllocateHeap ( 0x0000000000130000, 0, 512 )",0x00000000004f21b0,,0.0000005
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlQueryEnvironmentVariable_U ( NULL, 0x000000000008f0e0, 0x000000000008f0c0 )",STATUS_VARIABLE_NOT_FOUND,0xc0000100 = Indicates the specified environment variable name was not found in the specified environment block. ,0.0000011
00:00.0,53:36.8,1,KERNELBASE.dll,RtlFreeUnicodeString ( 0x000000000008f0e0 ),,,0.0000005
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlFreeHeap ( 0x0000000000130000, 0, 0x00000000004f21b0 )",TRUE,,0.0000004
00:00.0,53:36.8,1,KERNELBASE.dll,RtlNtStatusToDosError ( STATUS_VARIABLE_NOT_FOUND ),ERROR_ENVVAR_NOT_FOUND,,0.0000001
00:00.0,53:36.8,1,KERNELBASE.dll,RtlSetLastWin32Error ( ERROR_ENVVAR_NOT_FOUND ),,,0.0000001
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlInitializeCriticalSectionAndSpinCount ( 0x00007fff7c2f6100, 1000 )",STATUS_SUCCESS,,0.0000002
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlInitializeCriticalSectionAndSpinCount ( 0x00007fff7c2f5630, 1000 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlInitializeCriticalSectionAndSpinCount ( 0x00007fff7c2f5788, 1000 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,KERNELBASE.dll,RtlGetCurrentTransaction (  ),NULL,,0.0000004
00:00.0,53:36.8,1,KERNELBASE.dll,RtlSetCurrentTransaction ( NULL ),TRUE,,0.0000002
00:00.0,53:36.8,1,KERNELBASE.dll,RtlAcquireSRWLockExclusive ( 0x00007fff7a01c5f0 ),,,0.0000002
00:00.0,53:36.8,1,KERNELBASE.dll,RtlReleaseSRWLockExclusive ( 0x00007fff7a01c5f0 ),,,0.0000002
00:00.0,53:36.8,1,KERNELBASE.dll,RtlSetCurrentTransaction ( NULL ),TRUE,,0.0000001
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlCreateUnicodeStringFromAsciiz ( 0x000000000008f0d8, ""SOFTWARE\Microsoft\OLEAUT"" )",TRUE,,0.0000011
00:00.0,53:36.8,1,KERNELBASE.dll,"NtQueryKey ( 0x000000000000009c, KeyHandleTagsInformation, 0x000000000008ed68, 4, 0x000000000008ed78 )",STATUS_SUCCESS,,0.0000072
00:00.0,53:36.8,1,KERNELBASE.dll,"NtOpenKeyEx ( 0x000000000008edc0, KEY_QUERY_VALUE, 0x000000000008ee30, 0 )",STATUS_OBJECT_NAME_NOT_FOUND,0xc0000034 = Object Name not found. ,0.0000238
00:00.0,53:36.8,1,KERNELBASE.dll,RtlNtStatusToDosError ( STATUS_OBJECT_NAME_NOT_FOUND ),ERROR_FILE_NOT_FOUND,,0.0000007
00:00.0,53:36.8,1,KERNELBASE.dll,RtlNtStatusToDosError ( STATUS_OBJECT_NAME_NOT_FOUND ),ERROR_FILE_NOT_FOUND,,0.0000001
00:00.0,53:36.8,1,KERNELBASE.dll,RtlFreeUnicodeString ( 0x000000000008f0d8 ),,,0.0000032
00:00.0,53:36.8,1,KERNELBASE.dll,RtlAcquireSRWLockExclusive ( 0x00007fff7a01c5f0 ),,,0.0000001
00:00.0,53:36.8,1,KERNELBASE.dll,RtlReleaseSRWLockExclusive ( 0x00007fff7a01c5f0 ),,,0
00:00.0,53:36.8,1,KERNELBASE.dll,RtlFreeUnicodeString ( 0x000000000008fdc0 ),,,0.0000004
00:00.0,53:36.8,1,KERNELBASE.dll,"NtFreeVirtualMemory ( GetCurrentProcess(), 0x000000000008fe18, 0x000000000008fe10, MEM_RELEASE )",STATUS_SUCCESS,,0.0000152
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlInitString ( 0x000000000008fe40, ""SystemTimeToVariantTime"" )",,,0.0000002
00:00.0,53:36.8,1,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0
00:00.0,53:36.8,1,apphelp.dll,"RtlCaptureStackBackTrace ( 0, 16, 0x000000000008fbf0, NULL )",3,,0.0000022
00:00.0,53:36.8,1,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlInitAnsiStringEx ( 0x000000000008fe00, ""kernel32.dll"" )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlAnsiStringToUnicodeString ( 0x000000000008fe40, 0x000000000008fe00, TRUE )",STATUS_SUCCESS,,0.0000021
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlInitUnicodeString ( 0x000000000008fe00, ""kernel32.dll"" )",,,0.0000005
00:00.0,53:36.8,1,KERNELBASE.dll,"LdrGetDllHandle ( NULL, NULL, 0x000000000008fe00, 0x000000000008fe20 )",STATUS_SUCCESS,,0.0000046
00:00.0,53:36.8,1,KERNELBASE.dll,RtlFreeUnicodeString ( 0x000000000008fe40 ),,,0.0000009
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlInitString ( 0x000000000008fe40, ""WaitForMultipleObjects"" )",,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0
00:00.0,53:36.8,1,apphelp.dll,"RtlCaptureStackBackTrace ( 0, 16, 0x000000000008fbf0, NULL )",3,,0.000001
00:00.0,53:36.8,1,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlInitAnsiStringEx ( 0x000000000008fe00, ""kernel32.dll"" )",STATUS_SUCCESS,,0
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlAnsiStringToUnicodeString ( 0x000000000008fe40, 0x000000000008fe00, TRUE )",STATUS_SUCCESS,,0.0000005
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlInitUnicodeString ( 0x000000000008fe00, ""kernel32.dll"" )",,,0
00:00.0,53:36.8,1,KERNELBASE.dll,"LdrGetDllHandle ( NULL, NULL, 0x000000000008fe00, 0x000000000008fe20 )",STATUS_SUCCESS,,0.0000006
00:00.0,53:36.8,1,KERNELBASE.dll,RtlFreeUnicodeString ( 0x000000000008fe40 ),,,0.0000003
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlInitString ( 0x000000000008fe40, ""SetFilePointerEx"" )",,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000003
00:00.0,53:36.8,1,apphelp.dll,"RtlCaptureStackBackTrace ( 0, 16, 0x000000000008fbf0, NULL )",3,,0.0000059
00:00.0,53:36.8,1,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlInitAnsiStringEx ( 0x000000000008fe00, ""kernel32.dll"" )",STATUS_SUCCESS,,0.0000002
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlAnsiStringToUnicodeString ( 0x000000000008fe40, 0x000000000008fe00, TRUE )",STATUS_SUCCESS,,0.0000032
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlInitUnicodeString ( 0x000000000008fe00, ""kernel32.dll"" )",,,0.0000002
00:00.0,53:36.8,1,KERNELBASE.dll,"LdrGetDllHandle ( NULL, NULL, 0x000000000008fe00, 0x000000000008fe20 )",STATUS_SUCCESS,,0.0000037
00:00.0,53:36.8,1,KERNELBASE.dll,RtlFreeUnicodeString ( 0x000000000008fe40 ),,,0.0000031
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlInitString ( 0x000000000008fe40, ""GetFileSizeEx"" )",,,0.0000004
00:00.0,53:36.8,1,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0
00:00.0,53:36.8,1,apphelp.dll,"RtlCaptureStackBackTrace ( 0, 16, 0x000000000008fbf0, NULL )",3,,0.0000006
00:00.0,53:36.8,1,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlInitAnsiStringEx ( 0x000000000008fe00, ""shlwapi.dll"" )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlAnsiStringToUnicodeString ( 0x000000000008fe40, 0x000000000008fe00, TRUE )",STATUS_SUCCESS,,0.0000011
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlInitUnicodeString ( 0x000000000008fe00, ""shlwapi.dll"" )",,,0.0000002
00:00.0,53:36.8,1,KERNELBASE.dll,"LdrGetDllHandle ( NULL, NULL, 0x000000000008fe00, 0x000000000008fe20 )",STATUS_SUCCESS,,0.0000013
00:00.0,53:36.8,1,KERNELBASE.dll,RtlFreeUnicodeString ( 0x000000000008fe40 ),,,0.0000011
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlInitString ( 0x000000000008fe40, ""StrStrIW"" )",,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"RtlCaptureStackBackTrace ( 0, 16, 0x000000000008fbf0, NULL )",3,,0.0000008
00:00.0,53:36.8,1,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlInitAnsiStringEx ( 0x000000000008fe00, ""kernel32.dll"" )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlAnsiStringToUnicodeString ( 0x000000000008fe40, 0x000000000008fe00, TRUE )",STATUS_SUCCESS,,0.0000008
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlInitUnicodeString ( 0x000000000008fe00, ""kernel32.dll"" )",,,0.0000002
00:00.0,53:36.8,1,KERNELBASE.dll,"LdrGetDllHandle ( NULL, NULL, 0x000000000008fe00, 0x000000000008fe20 )",STATUS_SUCCESS,,0.0000011
00:00.0,53:36.8,1,KERNELBASE.dll,RtlFreeUnicodeString ( 0x000000000008fe40 ),,,0.0000003
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlInitString ( 0x000000000008fe40, ""MoveFileW"" )",,,0
00:00.0,53:36.8,1,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,apphelp.dll,"RtlCaptureStackBackTrace ( 0, 16, 0x000000000008fbf0, NULL )",3,,0.0000004
00:00.0,53:36.8,1,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,1,KERNELBASE.dll,"NtAllocateVirtualMemory ( GetCurrentProcess(), 0x000000000008fe90, 0, 0x000000000008fe98, MEM_COMMIT | MEM_RESERVE, PAGE_EXECUTE_READWRITE )",STATUS_SUCCESS,,0.000009
00:00.0,53:36.8,1,KERNELBASE.dll,"NtProtectVirtualMemory ( GetCurrentProcess(), 0x000000000008fe68, 0x000000000008fe60, PAGE_EXECUTE_READWRITE, 0x000000000008fe98 )",STATUS_SUCCESS,,0.0000112
00:00.0,53:36.8,1,KERNELBASE.dll,"NtAllocateVirtualMemory ( GetCurrentProcess(), 0x000000000008fe60, 0, 0x000000000008fe68, MEM_COMMIT | MEM_RESERVE, PAGE_READWRITE )",STATUS_SUCCESS,,0.0000013
00:00.0,53:36.8,1,KERNELBASE.dll,"NtAllocateVirtualMemory ( GetCurrentProcess(), 0x000000000008fe20, 0, 0x000000000008fe28, MEM_COMMIT | MEM_RESERVE, PAGE_READWRITE )",STATUS_SUCCESS,,0.0000008
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlQueryInformationActivationContext ( 1, NULL, NULL, 1, 0x000000000008f900, 16, NULL )",STATUS_SUCCESS,,0.0000003
00:00.0,53:36.8,1,KERNELBASE.dll,"NtCreateThreadEx ( 0x000000000008f8f8, THREAD_ALL_ACCESS, NULL, GetCurrentProcess(), 0x0000000000405627, 0x00000000000f0000, FALSE, 0, 0, 0, 0x000000000008fa20 )",,,0.0000496
00:00.0,53:36.8,1,KERNELBASE.dll,"RtlQueryInformationActivationContext ( 1, NULL, NULL, 1, 0x000000000008f900, 16, NULL )",STATUS_SUCCESS,,0.0000002
00:00.0,53:36.8,1,KERNELBASE.dll,"NtCreateThreadEx ( 0x000000000008f8f8, THREAD_ALL_ACCESS, NULL, GetCurrentProcess(), 0x00000000000e25b2, 0x00000000000d0000, FALSE, 0, 0, 0, 0x000000000008fa20 )",,,0.0000179
00:00.0,53:36.8,1,KERNELBASE.dll,"NtSetInformationProcess ( GetCurrentProcess(), 71, 0x000000000008fe40, 4 )",STATUS_SUCCESS,,0.000001
00:00.0,53:36.8,1,KERNELBASE.dll,NtClose ( 0x00000000000001c4 ),STATUS_SUCCESS,,0.0000003
00:00.0,53:36.8,1,KERNELBASE.dll,RtlCleanUpTEBLangLists (  ),,,0.0000033
00:00.0,53:36.8,2,KERNELBASE.dll,"RtlInitUnicodeString ( 0x000000000214fbb8, ""Local\azov"" )",,,0.0000001
00:00.0,53:36.8,2,KERNELBASE.dll,"NtCreateMutant ( 0x000000000214fbb0, MUTANT_ALL_ACCESS, 0x000000000214fbc8, TRUE )",STATUS_SUCCESS,,0.0001787
00:00.0,53:36.8,3,KERNELBASE.dll,"NtAllocateVirtualMemory ( GetCurrentProcess(), 0x000000000345fed0, 0, 0x000000000345fed8, MEM_COMMIT | MEM_RESERVE, PAGE_READWRITE )",STATUS_SUCCESS,,0.0000028
00:00.0,53:36.8,3,KERNELBASE.dll,"RtlQueryInformationActivationContext ( 1, NULL, NULL, 1, 0x000000000345f9a0, 16, NULL )",STATUS_SUCCESS,,0.0000002
00:00.0,53:36.8,3,KERNELBASE.dll,"NtCreateThreadEx ( 0x000000000345f998, THREAD_ALL_ACCESS, NULL, GetCurrentProcess(), 0x00000000000e264a, 0x00000000000d0000, FALSE, 0, 0, 0, 0x000000000345fac0 )",,,0.0000175
00:00.0,53:36.8,3,KERNELBASE.dll,NtClose ( 0x00000000000001c4 ),STATUS_SUCCESS,,0.0000002
00:00.0,53:36.8,3,KERNELBASE.dll,"NtDelayExecution ( FALSE, 0x000000000345fe80 )",STATUS_SUCCESS,,10.0011081
00:00.0,53:36.8,2,KERNELBASE.dll,RtlSetLastWin32Error ( ERROR_SUCCESS ),,,0.0000001
00:00.0,53:36.8,2,KERNELBASE.dll,"NtWaitForSingleObject ( 0x00000000000001c8, FALSE, NULL )",STATUS_SUCCESS,,0.0000004
00:00.0,53:36.8,2,KERNELBASE.dll,"RtlDosPathNameToNtPathName_U_WithStatus ( ""C:\WINDOWS\system32\msiexec.exe"", 0x000000000214f3b0, NULL, NULL )",STATUS_SUCCESS,,0.0000019
00:00.0,53:36.8,2,KERNELBASE.dll,"NtQueryAttributesFile ( 0x000000000214f3c0, 0x000000000214f3f0 )",STATUS_SUCCESS,,0.0000837
00:00.0,53:36.8,2,KERNELBASE.dll,"RtlFreeHeap ( 0x0000000000130000, 0, 0x00000000004e4fb0 )",TRUE,,0.000001
00:00.0,53:36.8,2,KERNELBASE.dll,"NtOpenThreadToken ( GetCurrentThread(), TOKEN_IMPERSONATE | TOKEN_QUERY, TRUE, 0x000000000214f300 )",STATUS_NO_TOKEN,0xc000007c = An attempt was made to reference a token that doesn't exist. This is typically done by referencing the token associated with a thread when the thread is not impersonating a client. ,0.0000006
00:00.0,53:36.8,2,KERNELBASE.dll,RtlNtStatusToDosError ( STATUS_NO_TOKEN ),ERROR_NO_TOKEN,,0.0000003
00:00.0,53:36.8,2,KERNELBASE.dll,RtlSetLastWin32Error ( ERROR_NO_TOKEN ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0.0000002
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000002
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0.0000002
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000002
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0.0000003
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0
